视频封面,主营类目,视频链接,视频标题,达人名称,达人账号,达人主页,达人头像,点赞数,播放量,评论数,收藏数,互动率（百分比）,视频时长（秒）,发布日期,视频销量,视频销售额,commodityId,商品头像,商品名称,商品价格,商品星级,商品类目,commodityCategoryCn,商品销量,商品销售额
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d7d5effd-fc34-4628-90dc-d007ca14799e.jpeg,Household Appliances,https://www.tiktok.com/@_mama_knows_best/video/7504006072185670943,"The only pool boy I actually trust to get the job done. 🏊☀️⛱️ This cordless pool vacuum robot runs for 90 minutes, scrubbing and sucking up debris so your pool stays clean without the manual labor. Designed for above-ground pools up to 860 sq. ft., it’s portable, automatic, and even returns to the wall when it’s finished. Skip the back pain—this smart pool cleaner does the dirty work for you. #poolcleaner #poolvacuum #robotvacuum #poolmaintenance #abovegroundpool #TikTokShopFinds #TiktokMadeMeBuyIt #tiktokshopcreatorpicks #tiktokshopmemorialday #ttscreatorbash #ttslevelup #tiktokshopsummerturnup #dealsforyoudays #tiktokshopfathersday ",Mama Knows Best ❤️,_mama_knows_best,https://www.tiktok.com/@_mama_knows_best,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/2d5046fd-f8d0-4ef1-9b4d-9ed48358a8f2.jpeg,110,10709,5,4,1.14,36,2025-05-14 02:56:37,2,269.98,1730643701509362295,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/9caa95a7-55ca-4bab-b163-6f39cd56d582__1730643701509362295.jpeg,"Cordless Robotic Pool Cleaner, Lasts 90 Min, Automatic Vacuum for Above-Ground Pools up to 860 Sq.ft, Portable, Self-Parking",169.99,4.4,Household Appliances,家电,1329,179401.71
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/2690629e-ac0e-4ad4-b101-b875f0f68a31.jpeg,Household Appliances,https://www.tiktok.com/@suprafinds/video/7502260233910095134,"This self emptying C10 robot vacuum cleaner from @eufy US is the only way I’m able to keep the floors clean at all times! It’s so cool, it maps out your house and has sensors to avoid collisions, won’t fall down stairs and can even fit under furniture! #eufyC10 #eufyselfemptyC10 #eufyrobotvacuum #eufy #selfemptystation #selfemptying #robotvacuum #CleanTok #cleaningtiktok #homehacks",Supra Finds,suprafinds,https://www.tiktok.com/@suprafinds,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/8ae92634-d7fa-4d84-a382-6b478ca7c142.jpeg,39,9997,1,5,0.46,63,2025-05-09 10:01:36,0,0,1730897177105830672,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/b5635674-afd3-40e8-97d1-f0a129cadbfa__1730897177105830672.jpeg,"eufy C10 Robot Vacuum with Self Emptying Station, Up to 60 Days Hands Free Cleaning, Edge Expansion Brush, 2.85-Inch Ultra-Slim Body, Smart Mapping, Point Laser and Multi-Infrared Navigation",299.99,0,Household Appliances,家电,17,5099.83
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/3662e491-1d58-4bc4-b3cb-eaeb81f7b444.jpeg,Home Improvement,https://www.tiktok.com/@southerngagirlz/video/7496983403053468974,This is a life saver ! Get you a robot pool vacuum and save time and your back #fypシ #pool #poolcleaning #poolvacuum #vacuumcleaner #vacuum #robot #robotvaccuum #robotvacuumcleaner #engagement #reposting #creatorsearchinsights #fy #poolcleaner ,💕 Hannah 💕,southerngagirlz,https://www.tiktok.com/@southerngagirlz,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/2452a94c-6f40-4db0-babc-81737e391c80.jpeg,92,9975,53,31,1.97,107,2025-04-25 04:44:44,2,199.96,1730538665909719466,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/daeffa16-3ff9-43bb-95eb-7cac8c5222bc.jpeg,"Cordless Robotic Pool Cleaner, Winny Pool Cleaner Automatic Pool Vacuum with Dual Filters, 80 Mins Runtime, Ideal for Flat Above Pools Up to 645 Sq.Ft",99.98,3.9,Home Improvement,家装建材,227,22695.46
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/591ff3ba-048e-448d-875a-f0ec239e2716.jpeg,Household Appliances,https://www.tiktok.com/@milamfamilyfinds/video/7494366284398824747,I refuse to fight with the pool and trying to keep it clean. It’s his pool robot vacuum is a total game changer!  Don’t get a pool without one of these. #pool #poolvacuum #robotvacuum #poolhack ,ᴍɪʟᴀᴍ ꜰᴀᴍɪʟʏ ꜰɪɴᴅꜱ,milamfamilyfinds,https://www.tiktok.com/@milamfamilyfinds,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/7085029a-ec58-4a2e-a707-85be96044f7f.jpeg,37,9733,0,8,0.53,72,2025-04-18 03:29:00,0,0,1729481485132337783,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e5d72ea7-373b-49cf-96a8-2c68ba1fbde7.jpeg,"AIPER Cordless Robotic Pool Cleaner, Pool Vacuum with Dual-Drive Motors, Self-Parking Technology, Lightweight #Outdoorfun Water Powerful Performance Modern",699.95,4.1,Household Appliances,家电,3940,1615281.8
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/31dcebdb-3e8c-4fe5-adde-b93e9e9bd7d4.jpeg,Home Improvement,https://www.tiktok.com/@j.rod.22/video/7493607488147770655,This pool vacuum robot is sure to pass your test! #seauto #seautosat20 #poolcleaning #poolvacuum #poolvacuumrobot #poolrobot #poolrobotvac ,J-Rod's Cache Crate,j.rod.22,https://www.tiktok.com/@j.rod.22,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/6c8ac6a8-18b1-4b87-b0b9-cdbe08555675.jpeg,44,9329,5,7,0.7,44,2025-04-16 02:25:01,0,0,1730858605963678663,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/39baf31e-12ac-4d1f-b426-9016119498cf__1730858605963678663.jpeg,"Pool Vacuum for Above Ground Pool, Robotic Pool Cleaner Lasts Up to 180 Mins, Above Ground Pool Vacuum for Inground Pools, Self-Parking, LED Indicator, Wall Climbing Pool Robot Vacuum up to 2000 Sq.ft",249.00,0,Home Improvement,家装建材,5,1245
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/982916da-a5ce-48b4-924c-19946c2ad782.jpeg,Household Appliances,https://www.tiktok.com/@justadadvideos/video/7498478724933750047,Just a dad approved Roborock qrevo s robot vacuum and mop #justadadvideos #robotvaccuum #roomba #robotvacuumcleaner #roborock #roborockqrevo @Roborock ,Just A DAD,justadadvideos,https://www.tiktok.com/@justadadvideos,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17f50fba-3291-46b8-a7ec-69094db32170.jpeg,57,9086,9,15,1.03,123,2025-04-29 05:27:19,0,0,1729865838269337948,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/62e61ab9-d23b-49a4-9c25-8a6064f766c5.jpeg,"#weekly picks Roborock Qrevo S Robot Vacuum and Mop, Self-Drying, Auto Mop Washing, Self-Emptying & Refilling, 10mm Mop Lifting, Smart Obstacle Avoidance",459.99,5,Household Appliances,家电,58,26679.42
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/024eed96-8bde-4d3c-868d-38ccc8f26ace.jpeg,Home Improvement,https://www.tiktok.com/@kns_1031/video/7502077607291194655,Replying to @❤dez❤ .this vacuum pool cleaner is 100% a life saver! #poolcleaning #vacuum #CleanTok #poolessentials #pooltok #poolmaintenance #pooltime #cordlessvacuum #aiper #robotvacuumcleaner #poolvibes #pool #musthave #tiktokmademebuyit  Cordless vacuum pool cleaner. Pool essentials. Pool cleaning. Aiper robot vacuum pool cleaner. Pool vacuum. Clean tok.,Katlyn 🖤,kns_1031,https://www.tiktok.com/@kns_1031,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/49ad2d39-120c-4f3f-afbe-6dbbdfa55348.jpeg,28,8961,9,11,0.88,16,2025-05-08 22:12:52,0,0,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/35464b14-e238-43e6-828d-dc20fc78ddf0.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7501334454405713183,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,105,8168,7,24,1.89,58,2025-05-06 22:09:24,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/19b80c47-9245-4f1b-9834-be2b477671a5.jpeg,Household Appliances,https://www.tiktok.com/@lacasadelosfamososlajefa/video/7501627452079312159,Tikom Robot Vacuum and Mop Com. . #TikTokShop ,"LA CASA DE LOS,FAMOSOS",lacasadelosfamososlajefa,https://www.tiktok.com/@lacasadelosfamososlajefa,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/4737bf01-7996-4f2d-a1a2-21ceb48a3502.jpeg,7,7060,0,1,0.16,23,2025-05-07 17:06:06,0,0,1730774486614905606,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/4ad09ce1-9f8d-472c-b420-f99d5ef66fcf__1730774486614905606.jpeg,"Tikom Robot Vacuum and Mop, 5000Pa Suction, 150 min, Robot Vacuum Cleaner with Powerful Suction, Ultra-Slim, Self-Charging Robotic Vacuum Cleaner for Carpet, Pet Hair, Hard Floors, APP & Remote Control, G8000 Max Automatic Multifunctional",139.99,5,Household Appliances,家电,29,4059.71
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/1ba36476-e846-4d37-94b5-550e346baeb1.jpeg,Household Appliances,https://www.tiktok.com/@sara.and.ramal/video/7495156234912320814,The cleaning hack of my dreams @eufy US robot vacuum mop for the win! #IsYourHomeSmartEnough  #eufysecurity  #eufysmarthome  #smarthome  #eufyday  #eufyCamera #eufyvacuum  ,KUBRA | Motherhood,sara.and.ramal,https://www.tiktok.com/@sara.and.ramal,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/8dbfcb07-3d1e-477a-bac3-b10f57109ab3.jpeg,87,6764,14,22,1.86,41,2025-04-20 06:34:39,0,0,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/25c7f681-ca57-4ba9-93a8-a0722562914a.jpeg,Home Improvement,https://www.tiktok.com/@the.thrift.life/video/7498544555198041390,The ultimate pool robot cordless vacuum to clean your pool so you don’t have too! One click and it’s good to go! #pool #pools #poolvacuum #robotvaccuum #robotsontiktok #robotvacuumcleaner #poolcleaning #poolside #poolservice #poolsoftiktok #poolcleaner #vacuum #vacuumcleaner #poolvacuuming #pooltok #pooltime #poollife #tiktokshopmademebuyit #tiktokshopspringsale #tiktokshopspringsale2025 ,The Thrift Life,the.thrift.life,https://www.tiktok.com/@the.thrift.life,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/84d9d2e8-291f-4c0f-8277-8097a1ceb08a.jpeg,42,6605,6,7,0.91,69,2025-04-29 09:42:50,1,149,1730714979118649595,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/d333dc7d-129d-4c4f-aad1-6b5218c163a5.jpeg,"Seagull SE, AIPER Cordless Robotic Automatic Pool Vacuum Cleaner, Self-Parking Technology, Portable, Ideal for Above-Ground Flat Pool up to 40 Feet #outdoorfun",149.00,4.7,Home Improvement,家装建材,113,16837
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/1717523e-849b-478e-b96e-519dac59fc29.jpeg,Household Appliances,https://www.tiktok.com/@smithluiio/video/7501742021644700958,"robotic vacuum, robo vacuum, robot vacuum  #robotcleaner #mopvaccum #robot #robotcleaner #robotvacuumcleaner #clean #room #usa_tiktok #tiktokviral #cleaningtiktok #homecleaning #pets #cats   #roboticvacuum #robovacuum #robotvacuum ",jackterry51,smithluiio,https://www.tiktok.com/@smithluiio,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/896f8e21-75f7-46de-b7f1-46229d4fe964.jpeg,58,6088,2,15,1.4,51,2025-05-08 00:31:03,,,1729699897869898512,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/bbc57fbe-ba58-4dde-852f-d4c1feb64be4.jpeg,"eufy Robot Vacuum Omni C20, Robot Vacuum and Mop Combo, Self Emptying, Auto Mop Washing and Auto Drying for hands-free cleaning, 3.35-Inch Ultra-Slim Body, 7000 Pa Powerful Suction, All-in-One Station｜Spingtok",479.99,4.2,Household Appliances,家电,2035,976779.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/c2cb2585-f8e5-4790-a2df-cbc540d8456d.jpeg,Household Appliances,https://www.tiktok.com/@leahcanseco/video/7498465415639747871,Robot pool vacuum deal #poolvacuum #robotpoolvacuum ,snagthatsteal,leahcanseco,https://www.tiktok.com/@leahcanseco,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/54cfa523-2ab5-4152-a537-22b9cb41e028.jpeg,10,6069,0,4,0.25,12,2025-04-29 04:35:42,1,139.99,1729466543540507255,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/6005bc88-7e0d-4eaf-ad19-450c630dbcc7.jpeg,"AIPER Cordless Robotic Pool Cleaner,  Lasts up to 90 Mins, Ideal for Above Ground Pools, Self-Parking #Outdoorfun Automatic Brushes",159.99,4.1,Household Appliances,家电,9089,1272369.11
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/6db4ff52-acad-4e5c-aaba-f3a1d921ccac.jpeg,Home Improvement,https://www.tiktok.com/@kns_1031/video/7495734765102828830,Replying to @Justhereforgiggles . this pool vacuum cleaner does an amazing job without breaking the bank #pool #TikTokShop #vacuumcleaner #poolcleaning #musthave #poolmaintenance #pooltime #robotvaccuum #aiper #cordlessvacuum #poolvacuum  Cordless vacuum pool cleaner. Must have for pool. Pool cleaning. Pool vacuum. Aiper robot vacuum cleaner. ,Katlyn 🖤,kns_1031,https://www.tiktok.com/@kns_1031,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/49ad2d39-120c-4f3f-afbe-6dbbdfa55348.jpeg,47,6022,10,14,1.53,14,2025-04-21 20:00:32,0,0,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/31d88c50-2dce-4633-a568-23caac7a70ed.jpeg,Household Appliances,https://www.tiktok.com/@justadadvideos/video/7498469512493255966,I approve of Eufy s1 pro robot vacuum and mop #justadadvideos #robotvaccuum #roomba #eufys1pro #robotvacuumcleaner @eufyhome US ,Just A DAD,justadadvideos,https://www.tiktok.com/@justadadvideos,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17f50fba-3291-46b8-a7ec-69094db32170.jpeg,66,5848,2,9,1.39,173,2025-04-29 04:51:36,0,0,1730539891272291088,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/1ca52698-caf0-4836-9de4-c7f3a3e83643__1730539891272291088.jpeg,"eufy S1 Pro Omni Robot Vacuum with All-in-One Station, Floor Washing Robot Vacuum and Mop, 8000 Pa Suction, Obstacle Avoidance, Auto Mop Washing & Drying, Self-Emptying｜Spingtok",1299.99,5,Household Appliances,家电,80,103999.2
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/0e37efae-2ac5-4adf-a086-e39e93cd877f.jpeg,Home Improvement,https://www.tiktok.com/@kns_1031/video/7502104762641386783,"Replying to @Treslyn .I absolutely love this pool cleaner and for the price, it can’t be beat! #poolcleaning #pool #vacuumcleaner #pooltok #poolmaintenance #musthave #poolessentials #CleanTok #robotvaccuum #vacuum #pooltime #cordlessvacuum #aiper #tiktokmademebuyit  Vacuum cleaner for pools. Pool maintenance. Aiper robot vacuum cleaner. Pool cleaning. Pool tok. ",Katlyn 🖤,kns_1031,https://www.tiktok.com/@kns_1031,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/49ad2d39-120c-4f3f-afbe-6dbbdfa55348.jpeg,24,5546,6,7,0.87,14,2025-05-08 23:58:16,0,0,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f5b05a82-5f51-4e77-9ebe-9360c1b4c385.jpeg,Household Appliances,https://www.tiktok.com/@justadadvideos/video/7498476729246190878,Roborock s8 max v  robot vacuum and mop is just a dad approved #justadadvideos #robotvaccuum #roomba #robotvacuumcleaner #roborock #roborocks8maxvultra @Roborock ,Just A DAD,justadadvideos,https://www.tiktok.com/@justadadvideos,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17f50fba-3291-46b8-a7ec-69094db32170.jpeg,51,5406,2,8,1.18,131,2025-04-29 05:19:32,0,0,1730078378834760028,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/87bb9c60-4c9a-48ee-b245-b0b41a5a36c2__1730078378834760028.jpeg,"#Springtok Roborock S8 MaxV Ultra Robot Vacuum & Sonic Mop, Corner to Edge Deep Cleaning, Hot Air Self-Drying, Auto Empty & Refill, Obstacle Avoidance",1299.99,0,Household Appliances,家电,4,5199.96
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/dc3afa46-7a2e-4b1e-9d2e-e3ad83f916c8.jpeg,Home Improvement,https://www.tiktok.com/@suprafinds/video/7502066423955606815,This is the Fanttik Aero X Robot Pool Cleaner and it will save you so much time and money cleaning your pool! It actually cleans the floor and walls of your pool under water! Just like a robot carpet vacuum but for your pool! @Fanttik #fanttik #fanttikday #pool #poolcleaning #poolcleaner #robot #vacuum ,Supra Finds,suprafinds,https://www.tiktok.com/@suprafinds,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/8ae92634-d7fa-4d84-a382-6b478ca7c142.jpeg,24,4893,2,8,0.74,31,2025-05-08 21:29:30,0,0,1730839197626110785,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/cad4f7ce-e9cd-47ea-8c75-826a10106198.jpeg,"2025 Lazy Genius Fanttik Aero X 4X Efficiency, 6H Working Time Cordless Robotic Pool Vacuum Cleaner, Clean Waterline, Wall, Floor, up to 5382 sq.ft, AdapDrive Active Invert Brush, APP & Remote Control Modern",899.99,5,Home Improvement,家装建材,5,4499.95
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b512956c-968c-4f80-82d8-879d29d5aee2.jpeg,Household Appliances,https://www.tiktok.com/@cckwbb/video/7494283335498321182,"BPMIO Robot Vacuum and Mop Combo, 5500Pa Strong Suction, LiDAR Navigation with Smart Mapping, 120-Min Runtime, Custom Cleaning Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair & Hard Floors  ",cckwbb,cckwbb,https://www.tiktok.com/@cckwbb,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/4ec9aa7c-92cf-4470-b181-b53cfb68f955.jpeg,14,4617,0,5,0.45,10,2025-04-17 22:07:11,0,0,1730562632372294566,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/97e2ec69-0e70-4210-ac1d-477940ad99d9__1730562632372294566.jpeg,"BPMIO Robot Vacuum and Mop Combo, 5500Pa Strong Suction, LiDAR Navigation with Smart Mapping, 120-Min Runtime, Custom Cleaning Schedule, Alexa & WiFi/App Compatible, Ideal for Pet Hair & Hard Floors",102.99,4.4,Household Appliances,家电,3135,322873.65
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/42ee7925-e166-4ff5-a0f7-754ddc66cc72.jpeg,Household Appliances,https://www.tiktok.com/@justadadvideos/video/7501800288249023775,Best robot on a budget mova S10 plus can vacuum and mop at same time. Just a Dad approved #robotvacuumcleaner #justadadvideos #mova @MOVAUSA ,Just A DAD,justadadvideos,https://www.tiktok.com/@justadadvideos,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/17f50fba-3291-46b8-a7ec-69094db32170.jpeg,19,4583,5,6,0.74,21,2025-05-08 04:17:06,0,0,1730490913758220434,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/835d5608-56ed-48be-8372-2325f8b44505__1730490913758220434.jpeg,"MOVA S10 Plus Robot Vacuum with Self-Empty Dock,7kPa Suction, Liftable Brush, PreciSense LiDAR Navigation, App & Voice Control",299.00,0,Household Appliances,家电,0,0
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/b985e8bf-437f-4e1a-9599-d036160c5797.jpeg,Household Appliances,https://www.tiktok.com/@kellsfabfinds/video/7501435915919805727,Get your robot pool vacuum before this deal is gone! #pool #vacuum #redefinedliving #tiktokshopmemorialday #tiktokshopmothersday #spotlightfinds #springtok ,kellsfabfinds,kellsfabfinds,https://www.tiktok.com/@kellsfabfinds,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/86cd45e5-cf65-4fb7-a79a-cb9ed0aa433f.jpeg,10,4478,0,0,0.38,23,2025-05-07 04:43:09,0,0,1730643701509362295,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/9caa95a7-55ca-4bab-b163-6f39cd56d582__1730643701509362295.jpeg,"Cordless Robotic Pool Cleaner, Lasts 90 Min, Automatic Vacuum for Above-Ground Pools up to 860 Sq.ft, Portable, Self-Parking",169.99,4.4,Household Appliances,家电,1329,179401.71
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/f807fbfd-9629-47bc-b277-85c825aeffaf.jpeg,Home Improvement,https://www.tiktok.com/@familyfindsforless/video/7494315050593701150,"This robot pool vacuum is a game-changer for effortless pool cleaning. Automatic, cordless, and powerful—just drop it in and let it handle the dirt and debris. Now on a double discount flash sale with free shipping. Available in the TikTok shop for a limited time. #RobotPoolVacuum #PoolCleaner #CordlessVacuum #SmartCleaning #PoolMaintenance #TikTokHomeFinds #FlashSale #FreeShippingDeal #SummerReady #TikTokShop @Aiper ",FamilyFindsforLess,familyfindsforless,https://www.tiktok.com/@familyfindsforless,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/bbec53b0-b264-4cf5-bb7a-5c0fc66f2d78.jpeg,12,4204,5,2,0.5,34,2025-04-18 00:10:08,0,0,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
,Household Appliances,https://www.tiktok.com/@ayanakarisse/video/7495934197127777566,Self Empty Robot Vacuum Mop @eureka #eureka #robotvacuum #robotvacuumcleaner #vacuummop #vacuumasmr #housecleaning #housekeeping #tiktokshopmothersday #vacuumcleaner #vacuuming #wetdryvacuumcleaner #cleaning #CleanTok #cleaningmotivation ,𝓐𝔂𝓪𝓷𝓪 𝓚𝓪𝓻𝓲𝓼𝓼𝓮,ayanakarisse,https://www.tiktok.com/@ayanakarisse,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/07435add-6857-4e67-91fa-d4cd342048ff.jpeg,24,4135,1,6,0.8,54,2025-04-22 08:53:24,0,0,1729496943480050457,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/6f03cbeb-2f74-45d0-86bc-91842775a444__1729496943480050457.jpeg,"Eureka E10s Robot Vacuum with Bagless Self Emptying Station, Robotic Vacuum Mop Combo, 45-Day Capacity, 4000Pa Suction for Pet Hair, Remote control 2 in 1 home appliance, All-in-One Sweeping and Mopping Robot cleaner Springtok",306.69,4.4,Household Appliances,家电,319,97562.96
http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/62d07652-9c94-4436-93a0-54804e040e8a.jpeg,Home Improvement,https://www.tiktok.com/@meganmousa/video/7504366671184874783,Robot pool vacuum to help your pool sparkly clean! #poolvacuum #poolmaintenance #poolcleaning #pooltok #aipervacuum #TikTokShopCreatorPicks #TTSLevelUp #TTSCreatorBash #pool #outdoorfun @Aiper @Aiper Official ,Megan Mousa 🌸,meganmousa,https://www.tiktok.com/@meganmousa,https://microdata-spiders-media.oss-cn-shanghai.aliyuncs.com/image/d3adad3b-6ad9-4439-8317-70074e84fae6.jpeg,15,3971,1,0,0.45,38,2025-05-15 02:15:36,1,119,1730727104436146427,http://microdata-static-hk.oss-cn-hongkong.aliyuncs.com/pro-api/tt/image/e00b56e9-a17d-4571-9fb0-65703c68cdf4.jpeg,"Scuba SE, AIPER Cordless Automatic Pool Vacuum Cleaner, with Auto- Parking, Lightweight, Ideal for Above Ground Flat Pool up to 860 sq.ft #outdoorfun",119.00,4.1,Home Improvement,家装建材,644,76636
